COUNTRY CODE,ecoregion,n_checklists,n_observers,n_tourist,n_tourist_ecoregion,local,local_ecoregion,date_range_cell,date_range_ecoregion,guided,guided_ecoregion
BR,Maranhão Babaçu forests,3364,238,1187,975,2177,2389,110774097.50297265,140050444.70868014,0.03684406401190919241,0.04314544189283228949
BR,Mato Grosso seasonal forests,27692,1200,11362,9549,16330,18143,169427925.81250903,211588320.90134335,0.16458525042723807020,0.14954404751945118380
BR,Monte Alegre varzeá,3311,445,1937,1465,1374,1846,80463346.662639685895,103324379.58320749,0.28565752880413190306,0.27548410668615272196
BR,Negro-Branco moist forests,437,40,396,169,41,268,11471824.256292906178,45464194.050343249428,0.00000000000000000000,0.00000000000000000000
BR,Northeastern Brazil restingas,863,178,593,534,270,329,48545587.022016222480,55388507.068366164542,0.05582524271844660194,0.07966457023060796646
BR,Pantanal,63010,3306,41838,39166,21172,23844,69587874.991271226789,91526479.073162990002,0.38197664007003999443,0.37080982570425948545
BR,Pantepui,80,16,68,72,12,8,24715800.000000000000,17620200.000000000000,0.72727272727272727273,0.80000000000000000000
BR,Pernambuco coastal forests,8863,527,1950,1706,6913,7157,190063954.14645154,198470031.72740607,0.04338311019567456231,0.04435125174736307028
BR,Pernambuco interior forests,8118,562,2017,1874,6101,6244,209121259.42350333,213152152.54988914,0.12685760605241826533,0.11651400862068965517
BR,Purus varzeá,1281,148,844,790,437,491,64086002.810304449649,81918800.936768149883,0.06682577565632458234,0.26494724501758499414
BR,Purus-Madeira moist forests,4044,372,2392,2083,1652,1961,84525628.486646884273,136093566.76557864,0.29222972972972972973,0.23889246619446233097
BR,Rio Negro campinarana,1114,132,735,636,379,478,43064350.448833034111,72002068.222621184919,0.16241610738255033557,0.15017878426698450536
BR,Serra do Mar coastal forests,394120,9560,54402,36111,339718,358009,295726358.94854359,342220440.49934030,0.03730589520188541350,0.02696723845669996482
BR,Solimões-Japurá moist forests,111,40,50,52,61,59,117955459.45945946,114400605.40540541,0.04040404040404040404,0.05102040816326530612
BR,Southern Atlantic mangroves,25693,2549,5374,4537,20319,21156,193818857.18289028,198891135.42209940,0.05694530080155025103,0.05143422354104846686
BR,Southern Cone Mesopotamian savanna,11,8,5,8,6,3,60927709.090909090909,41165672.727272727273,0.00000000000000000000,0.25000000000000000000
BR,Southwest Amazon moist forests,5309,441,3023,1676,2286,3633,67970045.130909775852,163355742.77641740,0.18310227569971226785,0.15266349068860978779
BR,Tapajós-Xingu moist forests,2724,276,1641,1248,1083,1476,49790442.290748898678,88954604.405286343612,0.16874660879001627781,0.20238095238095238095
BR,Tocantins/Pindare moist forests,6430,471,2238,1628,4192,4802,151325179.22239502,191195070.60653188,0.08598130841121495327,0.07556184746062643780
BR,Uatuma-Trombetas moist forests,15550,1101,7100,5695,8450,9855,146142899.65273312,187868921.20900322,0.16179001721170395869,0.15408829174664107486
BR,Uruguayan savanna,35417,1159,5918,3456,29499,31961,184973642.17183838,232782416.30855239,0.07401027500755515261,0.04721457442446253881
BR,Xingu-Tocantins-Araguaia moist forests,7616,303,2359,1954,5257,5662,132285093.27731092,159840760.08403361,0.11196792103639728563,0.10374426520645256771
BR,,18050,2767,5871,,12179,,151909054.40443213,,0.07366825167114602715,
BS,Bahamian pine mosaic,45880,2663,12019,9146,33861,36734,228968626.81778553,295282828.24760244,0.08331624807790876474,0.05766935243210981796
BS,Bahamian-Antillean mangroves,18684,1806,4328,2386,14356,16298,240252161.84971098,278106358.38150289,0.08480521878269431965,0.04491712066767126463
BS,,19696,3991,10071,,9625,,145419074.08610885,,0.08246998848873540536,0.00000000000000000000
BT,Brahmaputra Valley semi-evergreen forests,1110,362,567,545,543,565,69803961.081081081081,92982434.594594594595,0.19162995594713656388,0.25986078886310904872
BT,Eastern Himalayan alpine shrub and meadows,538,87,110,186,428,352,125003937.54646840,71267794.795539033457,0.02050113895216400911,0.02267002518891687657
BT,Eastern Himalayan broadleaf forests,40400,1556,22739,19109,17661,21291,72001322.376237623762,121365930.297029702970,0.29525062806555808111,0.29874903826974040407
BT,Eastern Himalayan subalpine conifer forests,11179,1202,7185,6445,3994,4734,59608039.359513373289,80483636.532784685571,0.34781639928698752228,0.36811279826464208243
BT,Himalayan subtropical broadleaf forests,14856,1110,8561,7757,6295,7099,60812997.092084006462,85921281.421647819063,0.35408870132972370412,0.33859662635754448124
BT,Himalayan subtropical pine forests,6137,564,4053,3448,2084,2689,58321069.969040247678,84467523.284992667427,0.38383075179448432187,0.41037560431387132763
BT,Rock and Ice,11,3,0,11,11,0,123434181.81818182,565527.272727272727,0.00000000000000000000,0.00000000000000000000
BT,Terai-Duar savanna and grasslands,92,25,19,19,73,73,80834713.043478260870,74150921.739130434783,0.02597402597402597403,0.03947368421052631579
BV,Scotia Sea Islands tundra,7,1,7,7,0,0,1123200.000000000000,1123200.000000000000,,
BV,,15,6,12,,3,,6554880.000000000000,,0.00000000000000000000,
BW,Kalahari Acacia-Baikiaea woodlands,5042,782,2631,2181,2411,2861,213033765.64855216,266637151.60650536,0.05972797161442933176,0.06941431670281995662
BW,Kalahari xeric savanna,1494,285,715,409,779,1085,158847903.61445783,304636510.84337349,0.00732984293193717277,0.03888419273034657650
BW,Southern Africa bushveld,2333,220,778,239,1555,2094,171095590.57008144,504329280.41148736,0.00000000000000000000,0.01128668171557562077
BW,Zambezian Baikiaea woodlands,1441,599,1071,1020,370,421,51057843.164469118668,65458822.484385843164,0.10598503740648379052,0.13373493975903614458
BW,Zambezian and Mopane woodlands,13639,2458,10176,7308,3463,6331,56878914.641835911724,148255400.07331916,0.08407716671465591707,0.09759658580413297394
BW,Zambezian flooded grasslands,13729,2108,10473,9418,3256,4311,51290108.587661155219,77482159.399810619856,0.15441663355846907694,0.15851295713247759748
BW,Zambezian halophytics,1577,480,1311,1238,266,339,36608507.292327203551,46308756.372859860495,0.04407294832826747720,0.04189944134078212291
BY,Central European mixed forests,18946,470,1751,634,17195,18312,174838403.37802175,263288239.50174179,0.00800545051950264010,0.00217084554433952024
BY,Sarmatic mixed forests,12364,334,926,406,11438,11958,143618952.054351342608,191881024.91103203,0.00593140204590389409,0.00199933355548150616
BZ,Belizian pine forests,73220,4785,19093,19377,54127,53843,230707357.98962032,230305939.01119913,0.12387200145109361065,0.12519706524375454766
BZ,Mesoamerican Gulf-Caribbean mangroves,54404,5422,15978,12489,38426,41915,236107159.06183369,266024415.26358356,0.07581784054343939936,0.06192919336640197560
BZ,Petén-Veracruz moist forests,307131,7853,66104,55485,241027,251646,252682495.60741182,280483092.53836311,0.09496912751677852349,0.08115571429074604365
BZ,Yucatán moist forests,560,174,128,164,432,396,120531394.28571429,84995228.571428571429,0.17190388170055452865,0.20683111954459203036
BZ,,16638,3119,6466,,10172,,302208027.69563649,,0.06963674865613292067,
CA,Alaska-St. Elias Range tundra,729,219,253,216,476,513,355596207.40740741,382822637.03703704,0.05043478260869565217,0.03846153846153846154
CA,Alberta Mountain forests,50516,7040,21247,18945,29269,31571,221093242.03024784,250116508.16375010,0.02618129907209136331,0.02846382665174794640
CA,Alberta-British Columbia foothills forests,54193,3265,6284,4771,47909,49422,466179932.78836750,471990978.08204012,0.02341757015306122449,0.02121466664062042156
CA,Arctic coastal tundra,4003,287,1790,1611,2213,2392,474442149.18810892,839192343.34249313,0.02967068796869905445,0.05803996194100856327
CA,Arctic foothills tundra,4746,37,918,104,3828,4642,759117863.96965866,778614298.86219975,0.17300666236836449602,0.01149914821124361158
CA,Baffin coastal tundra,43,10,8,8,35,35,115458530.23255814,74776186.046511627907,0.00000000000000000000,0.00000000000000000000
CA,British Columbia mainland coastal forests,109866,5984,11863,8276,98003,101590,543812781.99989078,566732417.62874775,0.00964277237123190126,0.00830516658619024626
CA,Brooks-British Range tundra,1455,137,387,358,1068,1097,363648752.16494845,484561543.91752577,0.03030303030303030303,0.02696078431372549020
CA,Canadian Aspen forests and parklands,779637,14616,51300,26795,728337,752842,502318278.32491275,579035508.62978540,0.01105506740894761553,0.00709172347663895128
CA,Cascade Mountains leeward forests,46232,2416,4258,3346,41974,42886,630620269.59681606,684734872.19242083,0.02206924941682294287,0.01754148017541480175
CA,Central British Columbia Mountain forests,7883,450,1307,1152,6576,6731,287495095.77571990,298968529.13865280,0.01380087311646247007,0.01719118258699570220
CA,Central Canadian Shield forests,256115,3674,25330,13007,230785,243108,648277580.43066591,752933274.48060442,0.01988678931157912262,0.01204979721958798249
CA,Central Pacific coastal forests,594296,11912,30708,22102,563588,572194,582950230.20986175,633425534.55113277,0.00716204743720980607,0.00570611683278536634
CA,Davis Highlands tundra,227,61,109,108,118,119,192856599.11894273,307393311.01321586,0.07236842105263157895,0.06578947368421052632
CA,Eastern Canadian Shield taiga,9000,456,3695,1723,5305,7277,184225075.20000000,536063971.20000000,0.08543247344461305008,0.01634414225941422594
CA,Eastern Canadian forests,792944,9676,62416,35188,730528,757756,866945044.32696382,1337649332.34326762,0.01683676160337552743,0.01319207726474537754
CA,Eastern Great Lakes lowland forests,4444886,46248,124278,79163,4320608,4365723,753661750.10976659,838570603.28944319,0.00625375393797984185,0.00361356962413131400
CA,Eastern forest-boreal transition,1390880,22787,70275,36785,1320605,1354095,703100074.48291729,830529148.13298056,0.01005345316688240973,0.00518931695743850975
CA,Fraser Plateau and Basin complex,129113,2536,11085,6224,118028,122889,490681875.15742024,563472084.09377832,0.01094206946406860973,0.00612697066892762016
CA,Gulf of St. Lawrence lowland forests,327375,7332,23828,19244,303547,308131,644988587.28247423,672344286.48247423,0.00896333327975051841,0.00746378011952242001
CA,High Arctic tundra,5972,235,1061,652,4911,5320,659618470.73007368,2945251651.70797053,0.00653092585478294276,0.02220604295595194758
CA,Interior Alaska-Yukon lowland taiga,1369,183,551,410,818,959,517388192.25712199,587780840.90577064,0.05523809523809523810,0.09472743521000893655
CA,Interior Yukon-Alaska alpine tundra,23091,1184,4723,3337,18368,19754,550083962.47888788,826592291.02247629,0.03191909225456339418,0.03171677065607865381
CA,Lake,418966,17320,26282,16968,392684,401998,683822871.88172787,717756741.31075075,0.01362390364514668643,0.00907219938208842324
CA,Low Arctic tundra,7679,359,1989,1145,5690,6534,330773843.26084126,1679761616.46047662,0.04307841239109390126,0.01444477881432440566
CA,Mid-Continental Canadian forests,71587,3062,13324,8064,58263,63523,259434971.01987791,341488055.42905835,0.03792214326143009874,0.03191600735832971898
CA,Middle Arctic tundra,10837,565,4229,2523,6608,8314,242825226.76017348,1427464604.00479838,0.15398766367276268802,0.11495432618290054398
CA,Midwestern Canadian Shield forests,37310,1172,8430,5103,28880,32207,379180069.77217904,515217256.49959796,0.01226716596184265746,0.02182539682539682540
CA,Montana Valley and Foothill grasslands,263351,7144,11072,9253,252279,254098,557109367.94771996,556245984.08056168,0.00679872944342737330,0.00612007978308972481
CA,Muskwa-Slave Lake forests,14168,733,3306,2153,10862,12015,573900925.57876906,1398510166.68548842,0.01788464829710765018,0.01617122473246135553
CA,New England-Acadian forests,1082271,16574,61326,30778,1020945,1051493,694967086.49423296,777920054.67613934,0.00857457724169086059,0.00522979920549275000
CA,Newfoundland Highland forests,3717,832,1496,1555,2221,2162,374711779.17675545,341645962.22760291,0.03772216177003989844,0.03789551140544518028
CA,North Central Rockies forests,341405,9829,35132,19336,306273,322069,476008832.35804982,568276643.16574157,0.01417941701593019558,0.01048561424874410108
CA,Northern Canadian Shield taiga,16646,687,3789,2552,12857,14094,406844115.24690616,798036963.40261925,0.04072944014759100263,0.03708609271523178808
CA,Northern Cordillera forests,24533,1642,7796,5223,16737,19310,359791857.69371866,449566356.49940896,0.05237784361974589464,0.03556658395368072787
CA,Northern mixed grasslands,291423,6364,21411,11828,270012,279595,623376885.87105342,738931856.00312947,0.01289111885114521689,0.00891883786978073348
CA,Northern short grasslands,125091,3912,24126,12156,100965,112935,396674297.25879560,525783567.27822145,0.04402364331755329107,0.03092566737876162761
CA,Northern tall grasslands,257868,4440,12229,9432,245639,248436,696362567.86262739,720312328.35404160,0.00704027712070306549,0.00610989851355011391
CA,Northern transitional alpine forests,2045,269,405,467,1640,1578,425475891.63814181,289167956.18581907,0.01690294438386041439,0.01675041876046901173
CA,Northwest Territories taiga,6227,432,2001,1445,4226,4782,725105888.03597238,1538839611.24136824,0.06501610305958132045,0.03888577304169003552
CA,Ogilvie-MacKenzie alpine tundra,6406,433,2369,2018,4037,4388,354407809.67842648,603604750.54636278,0.07042536115569823435,0.06393473724151014988
CA,Okanagan dry forests,418354,7131,24129,16866,394225,401488,703604928.41947250,762845600.37097769,0.01140023490791162893,0.00831197021932797046
CA,Pacific Coastal Mountain icefields and tundra,1258,335,688,565,570,693,157393877.26550079,209759420.03179650,0.09543010752688172043,0.08082026537997587455
CA,Palouse grasslands,2061,525,337,478,1724,1583,555921830.56768559,490260429.69432314,0.06473684210526315789,0.08091853471842536905
CA,Puget lowland forests,676734,16648,28053,22199,648681,654535,634917412.76897570,650248059.99166585,0.00496627358598519120,0.00437075129015239262
CA,Queen Charlotte Islands,6526,463,2223,2160,4303,4366,298644764.20471958,329257306.28256206,0.03947887879984208448,0.03946854239937475576
CA,Rock and Ice,326,50,88,68,238,258,757858925.15337423,1392766674.84662577,0.02834008097165991903,0.02621722846441947566
CA,South Avalon-Burin oceanic barrens,21328,1772,5238,5290,16090,16038,660148237.80945236,670453787.39684921,0.12807580620510469204,0.12637110351512677925
CA,Southern Great Lakes forests,1954459,30234,74128,46555,1880331,1907904,664987938.17910736,717248113.30971896,0.00797594409910829617,0.00495593796331772976
CA,Southern Hudson Bay taiga,46701,1581,19168,12084,27533,34617,348095720.63981499,503723496.31913664,0.15236288920499446815,0.13043582203734251357
CA,Torngat Mountain tundra,635,24,38,34,597,601,828303329.76377953,638843096.69291339,0.00000000000000000000,0.00000000000000000000
CA,Western Great Lakes forests,143493,3958,15936,8606,127557,134887,558475013.64387113,668464745.55831992,0.02024330827517149647,0.01536980889046478476
CA,Yukon Interior dry forests,75921,1590,5747,4975,70174,70946,654516305.27522029,716319001.06689849,0.01224303461251141300,0.01109293598537436941
CA,,879892,26966,99295,,780597,,653195412.68064717,,0.02050234037996757121,0.00000000000000000000
CC,Christmas and Cocos Islands tropical forests,1184,141,748,726,436,458,96153348.648648648649,125455572.97297297,0.14739517153748411690,0.16792929292929292929
CC,,848,131,523,,325,,141716479.24528302,,0.15642458100558659218,
CD,Albertine Rift montane forests,3637,153,538,210,3099,3427,183252071.92741270,243977184.71267528,0.01172477630360999691,0.01822842495015665053
CD,Atlantic Equatorial coastal forests,3,2,3,3,0,0,115200.000000000000,115200.000000000000,,
CD,Central African mangroves,23,3,7,0,16,23,156042156.52173913,216740034.78260870,0.00000000000000000000,0.00000000000000000000
CD,Central Congolian lowland forests,767,15,205,204,562,563,62250467.796610169492,62633579.139504563233,0.00000000000000000000,0.00000000000000000000
CD,Central Zambezian Miombo woodlands,1093,77,162,89,931,1004,79885455.809698078683,326677056.17566331,0.00000000000000000000,0.00396039603960396040
CD,East Sudanian savanna,20,5,9,3,11,17,356568480.00000000,349591680.00000000,0.35000000000000000000,0.00000000000000000000
